id,qid1,qid2,is_duplicate,question1_clean,question2_clean,question1_len,question2_len,common_words,cosine_distance,euclidean_distances,minkowski_distances,manhattan_distances,jaccard_distances,fuzz_ratio,fuzz_partial_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio
2389,4778,4779,0,would likely happen cat dog grow develop opposable thumb,people prefer dog oppose cat,56,28,2,0.3457872128090504,1.1438643164212698,0.805989048552925,3.600868441607502,0.9166666666666666,38,43,40,38
2390,4780,4781,1,bad tooth kill someone fast,bad tooth mean die young,27,24,2,0.43667064583474646,1.061441806379656,0.7929514621957454,2.5862917176489404,0.9090909090909091,59,62,59,55
2391,4782,4783,1,donald trump win election,donald trump win election people hate much,25,42,4,0.7630483009497998,0.6884064192759975,0.5544276318764091,1.5741698373622302,0.9166666666666666,75,100,100,75
2392,4784,4785,1,medical doctor move biotech molecular biology,medical doctor move biotech,45,27,4,0.7908512076441764,0.6467592942599645,0.5503897332782383,1.2819183725847711,0.9,75,100,100,75
2393,4786,4787,1,masturbation affect bodybuilde muscle growth,masturbation affect bodybuilde muscle growth,44,44,5,1.0000000000000002,2.0770370905276122e-16,1.644515672753686e-16,4.440892098500626e-16,0.8888888888888888,100,100,100,100
2394,4788,4789,0,earn extra income dubai,earn extra income delhi,23,23,3,0.7326153982570591,0.7312791556484308,0.6515440718415485,1.058522130168579,0.8888888888888888,87,87,87,87
2395,4790,4791,0,email interviewer technical interview admission team get reply they,apply thought works company website get mail hr team ask suggest date telephone interview reply back still get response they call without inform anything mail,67,158,5,0.30939562926210046,1.1752483743770077,0.74146004986942,5.400398705122487,0.9655172413793104,34,52,60,36
2396,4792,4793,1,good advice father ever give you,what be good advice father ever give you,32,40,6,0.9007480170229996,0.4455378389699365,0.388455497810574,0.849971962924429,0.9333333333333333,89,100,100,89
2397,4794,4795,1,good test series ssc cgl tier exam,find mock test paper ssc cgl tier,34,33,4,0.73786938591163,0.7240588568457265,0.5686165748589171,1.604592658045247,0.9166666666666666,66,67,68,66
2398,4796,4797,0,bad mistake make,bad mistake ever make mankind,16,29,3,0.8954833201080141,0.45720166205294116,0.4462666658146191,0.622485511264369,0.875,71,81,100,71
2399,4798,4799,0,dragon skin armor reject us army,like swear us army,32,18,2,0.4349990708282188,1.0630154553643905,0.7798029979215573,2.764493143726183,0.8888888888888888,48,56,56,44
2400,4800,4801,1,difference public sector unit job government job,difference public sector undertaking psu job government job india,48,65,5,0.8684835428463462,0.5128673457213936,0.46736402165885954,0.8449932163034004,0.9230769230769231,83,75,94,83
2401,4802,4803,0,much kapil sharma charge show,ms alia bhatt invite guest kapil sharma show,29,44,3,0.6422368167646524,0.8458879160212037,0.6740760351341865,1.783968169793512,0.9,55,75,74,66
2402,4804,4805,1,health condition jayalalitha,true health status tamilnadu cm jayalalitha,28,43,2,0.5168375681658283,0.9830182417780168,0.7755559076151766,2.1769670092353506,0.875,56,61,78,56
2403,4806,4807,1,cantonese chinese differ mandarin,what be difference cantonese mandarin,33,37,2,0.6510596025621727,0.8353925992463992,0.6444864416440341,1.8877156329622036,0.875,51,71,77,71
2404,4808,4809,1,good iphone gadget buy,good iphone gadget really worth buy,22,35,4,0.788511115982741,0.6503674100341422,0.556479705325968,1.2738024295993715,0.9090909090909091,77,86,100,77
2405,4810,4811,1,whatsapp hack,whatsapp hack possible,13,22,2,0.8428781481723367,0.5605744407795691,0.5412482194264281,0.7601987267657503,0.8333333333333334,74,100,100,74
2406,4812,4813,0,exotic car salesman make mainstream market,crash test exotic car,42,21,2,0.5007050037883114,0.9992947475211594,0.7613169909883883,2.462867715968324,0.8888888888888888,32,48,65,41
2407,4814,4815,1,ice light water,ice light water,15,15,3,1.0000000000000002,1.9229626863835638e-16,1.6012186802110264e-16,3.3306690738754696e-16,0.8571428571428572,100,100,100,100
2408,4816,4817,0,one million dollar do,invest one million dollar,21,25,3,0.7728623770784377,0.6739994405362106,0.6022223833996987,1.0431094833978225,0.8888888888888888,78,92,92,78
2409,4818,4819,1,never nightmare,get nightmare,15,13,1,0.698763393878987,0.7761914791093922,0.6945551034338333,1.1898351411753911,0.8,79,85,82,79
2410,4820,4821,0,deal manager,deal manager hate,12,17,2,0.8172215781535552,0.604612970165948,0.5806402158427796,0.8344952314717838,0.8333333333333334,83,100,100,83
2411,4822,4823,0,samuel bible,jonah bible,12,11,1,0.6768212462291286,0.8039636232701968,0.7563502841244023,1.0593261579317836,0.75,61,64,62,61
2412,4824,4825,0,get audio disk transcribe text online,convert hindi audio file text,37,29,2,0.38298687057145814,1.1108673453014466,0.8175183700001528,2.886052619178398,0.8888888888888888,48,55,51,39
2413,4826,4827,0,gst bill mean sgst igst cgst one kind tax levy,flipkart return kerala with cash delivery gst bill pass just separate sale tax good,46,83,3,0.27029374888715024,1.2080614645893228,0.7752648848738117,4.768007936996288,0.9375,36,53,47,43
2414,4828,4829,1,online resource learn ui design,good resource learn software ui design,31,38,4,0.8068884865079489,0.621468444077495,0.5321761447119209,1.13980964944679,0.9090909090909091,75,71,87,70
2415,4830,4831,0,lose pound,healthy safe way lose pound month keep off,10,42,2,0.5022521980445817,0.9977452600292506,0.7123019078210023,2.7925149868985906,0.9090909090909091,38,100,100,38
2416,4832,4833,0,eye kamakshi move kanchipuram,planning trip manali sonipat day bus family plan minimize cost,29,62,0,0.0,1.4142135623730951,0.9657294086004928,4.602891677143894,0.9090909090909091,9,16,18,18
2417,4834,4835,1,good psychological hack,cool psychological trick,23,24,1,0.4481942927000823,1.0505291117336233,0.841735424009289,2.1873019065887203,0.8333333333333334,81,83,81,68
2418,4836,4837,0,velocity photon black hole,velocity photon attract singularity,26,35,2,0.6457081703893891,0.841774114131114,0.7057818026129724,1.514282909749702,0.875,59,73,73,59
2419,4838,4839,0,score good percentage hsc maharashtra board,score good physics hsc board exam,43,33,4,0.6309041742217633,0.8591808026000542,0.6831775138649903,1.7998166950713244,0.9230769230769231,61,64,75,63
2420,4840,4841,1,deal emotionally abusive parent,psychology everyday life deal emotionally abusive parent,31,56,4,0.7801906834686593,0.6630374296091297,0.5363439533579978,1.4992402834651835,0.9166666666666666,71,100,100,71
2421,4842,4843,1,want real effective way make per month knowledge money invest,real effective way make per month knowledge money invest,61,56,9,0.9588513193039052,0.28687516691444337,0.2840087077664681,0.40555222198929936,0.95,96,100,100,96
2422,4844,4845,1,basic purpose nuclear bomb,purpose nuclear bomb,26,20,3,0.8539699560316537,0.5404258394420948,0.5225483243710807,0.7723778015586554,0.8,87,100,100,87
2423,4846,4847,1,implication ban rupee currency note indian economy,introduction new denomination currency stop old denomination currency help affect india economy,50,95,2,0.38201178885983816,1.111744764898996,0.7438602752612715,3.971117638737857,0.9411764705882353,50,63,60,44
2424,4848,4849,0,web script cms xnxxcom make of,cms forbescom use,30,17,1,0.4143385288918807,1.0822767401252966,0.7931658504228781,2.8162249331875118,0.8571428571428572,38,53,38,38
2425,4850,4851,0,prompt wheel fortune use letter bonus round,wheel fortune much hand clapping occur every spin wheel anyone say anything,43,75,2,0.37866602438940045,1.1147501743535182,0.7378789891909953,4.126398513280875,0.9375,34,43,48,37
2426,4852,4853,1,tip hack find cheap flight,hack book cheap flight ticket,26,29,3,0.6356788418710024,0.8536054804521789,0.6849589350374231,1.7452622436095808,0.9090909090909091,65,69,79,73
2427,4854,4855,0,thing make entrepreneur sad,thing make sad,27,14,3,0.8043344784619453,0.6255645794609135,0.5985421702161127,0.9246152875727534,0.8571428571428572,68,79,100,68
2428,4856,4857,0,exactly attention mechanism introduce rnn recurrent neural network would nice could make easy understand,hebbian learning mechanism essential learn well understand artificial neural network okay skip hebbian mechanism,104,112,4,0.39161991406027674,1.1030685254685888,0.6932952021132122,4.630903480174189,0.95,40,42,54,56
2429,4858,4859,0,student visa holder canada get permanent residence,move canada legally student visa,50,32,3,0.45098514346844715,1.0478691297404965,0.7881884890001803,2.693652842236683,0.9166666666666666,29,47,75,59
2430,4860,4861,1,choose good taxi service udaipur,choose good taxi service udaipur find that,32,42,5,0.8507597470833349,0.5463336945799062,0.4804964338380391,1.048038555358585,0.9230769230769231,86,100,100,86
2431,4862,4863,1,donald trump really racist,think donald trump racist so why,26,32,3,0.6482861576511044,0.8387059584251153,0.6604712982920624,1.9040818175094534,0.9,66,73,84,69
2432,4864,4865,1,find work experience investment banking london,find investment banking work experience london,46,46,6,1.0,0.0,0.0,0.0,0.0,65,65,100,100
2433,4866,4867,1,weak entity dbms call weak,strong entity weak entity set differ dbms,26,41,3,0.6887477595582868,0.7889895315423562,0.5920048389730715,1.9579079592211142,0.9,48,58,86,54
2434,4868,4869,0,beginner level dynamic programming problem one try practice codechef online judge,good problem use dynamic programming topcoder codeforces codechef spoj,81,70,4,0.6015841376044588,0.8926543142734943,0.6050530347880893,3.0707490422096937,0.9444444444444444,60,60,68,54
2435,4870,4871,0,quora useful,quora useful for,12,16,2,0.7891353789109754,0.6494068387213437,0.6203289070842746,0.9069152667822575,0.8333333333333334,86,100,100,86
2436,4872,4873,0,photon obey,photon mass yet still energy give mathe,11,39,1,0.2878681007268251,1.1934252379375718,0.9169739400157246,2.9674539495895593,0.8888888888888888,36,64,71,36
2437,4874,4875,0,cause car lose power driving,car lose power be drive,28,23,3,0.5694892631177272,0.9279124278532676,0.7462452019120351,1.9381322422422014,0.9090909090909091,75,84,82,75
2438,4876,4877,1,irregular period marriage delay conceiving,irregular menstrual period affect female fertility,42,50,2,0.41254175913139524,1.0839356446474162,0.8061837596266699,2.7049635813278314,0.9,52,50,55,54
2439,4878,4879,0,marketing director,like marketing director,18,23,2,0.926601631387551,0.38314062330285226,0.3767126756869562,0.47929681992329215,0.8333333333333334,88,100,100,88
2440,4880,4881,0,construction,constructer java,12,16,0,0.0,1.4142135623730951,1.2599210498948732,2.0,0.0,64,75,64,64
2441,4882,4883,0,district edgware lifestyle compare london borough islington,county edgware lifestyle compare london borough enfield,59,55,5,0.7541842936439385,0.7011643264685699,0.5789876141939939,1.4108561653053933,0.875,79,83,84,79
2442,4884,4885,0,example friction everyday life,good life hack everyday object,30,30,2,0.43594107860567544,1.0621289200415593,0.8349690656322193,2.294605404154688,0.9,50,52,60,53
2443,4886,4887,1,good institute study big datum course hyderabad,good institute big datum hyderabad,47,34,5,0.8378801708333993,0.5694204583022999,0.4893826857874534,1.1248232046079008,0.9230769230769231,84,74,100,84
2444,4888,4889,0,safe way lose pound week,safe lose pound week,24,20,4,0.9451457782017333,0.33122264958262354,0.3269102240438757,0.4357867466615772,0.9,91,85,100,91
2445,4890,4891,0,earn quora,use quora make money,10,20,1,0.3223376262423737,1.1641841553273489,0.943671593608006,2.376963641184638,0.8571428571428572,47,70,67,53
2446,4892,4893,0,option choose mba teri isbr,review teri university new delhi,27,32,1,0.28571800720448987,1.195225495708245,0.8499009025420303,3.4180287785556622,0.9,34,37,31,31
2447,4894,4895,0,movie can not go whole life without see,movie one must see life,39,23,3,0.43464048747368045,1.063352728426762,0.7762743054329045,3.013912997068035,0.9285714285714286,52,48,76,52
2448,4896,4897,0,line mean song starboy weeknd,mean song valerie weeknd,29,24,3,0.7193743130353232,0.7491671201603511,0.6323435088609585,1.4538738324145004,0.875,72,79,80,72
2449,4898,4899,1,many time sex day,many time one sex day,17,21,4,0.9205557277808547,0.398608259370388,0.391161634986544,0.5491765520830219,0.9,89,76,100,89
2450,4900,4901,1,cause people judge person way look,often judge people appearance,34,29,2,0.504764997026313,0.9952235959558908,0.7774234242116436,2.328892164992788,0.8888888888888888,44,47,60,54
2451,4902,4903,1,much equity get cto,much equity get cto co founder,19,30,4,0.7400178463857547,0.7210855061838997,0.608141566241636,1.4496231066782588,0.8888888888888888,78,100,100,78
2452,4904,4905,1,one ejaculate without achieve orgasm,one ejaculate without orgasm,36,28,4,0.8681518727379695,0.5135136361617492,0.49798131877298063,0.7515856662890059,0.9,88,82,100,88
2453,4906,4907,1,need president country like india,president need country like india,33,33,5,1.0,0.0,0.0,0.0,0.0,85,85,100,100
2454,4908,4909,0,good new camping invention,good new outdoor technology invention,26,37,3,0.6290031125542735,0.861390605295561,0.7671676381411028,1.327239378093219,0.8888888888888888,70,58,82,57
2455,4910,4911,1,indians obsess god religion,indians obsess notion religion caste,27,36,3,0.676995327750305,0.8037470650020377,0.6626322099221442,1.6016721865996586,0.9,79,81,92,76
2456,4912,4913,1,improve programming skill,improve programming,25,19,2,0.7929736493134862,0.6434692699523635,0.614839196134488,0.9020307191029475,0.8333333333333334,86,100,100,86
2457,4914,4915,0,funny classic bollywood song,funniest bollywood song,28,23,2,0.4880055934596746,1.011923323716106,0.8401338248153059,1.9076120856941108,0.875,78,73,76,75
2458,4916,4917,1,good job philippines,good work philippines,20,21,2,0.7410645943858748,0.7196324139644147,0.6411367127161679,1.0278580905184604,0.8571428571428572,88,85,89,78
2459,4918,4919,1,one thing would like unlimited amount money,unlimited amount money would life,43,33,4,0.7918901532242214,0.645150907580201,0.5092706290347513,1.4510082517962137,0.9230769230769231,58,80,92,84
2460,4920,4921,0,own finvizcom,own billgatescom,13,16,1,0.6426618329866712,0.845385316897956,0.7912312363230791,1.1234881317214218,0.75,55,38,55,55
2461,4922,4923,0,make money online easily,quickly easily make money online available investment,24,53,4,0.6699225086544977,0.812499220117167,0.6343830952924252,1.9377654864847957,0.9090909090909091,55,88,100,62
